Date,ITUB4.SA,PETR4.SA,VALE3.SA,WEGE3.SA,^BVSP
2025-08-04,31.70530128479004,29.5753231048584,49.73935317993164,35.59682083129883,132971.0
2025-08-05,32.05558776855469,29.713268280029297,49.675086975097656,35.65443801879883,133151.0
2025-08-06,32.45976638793945,29.750051498413086,49.36295700073242,36.64350128173828,134538.0
2025-08-07,33.03459167480469,29.915584564208984,49.72098922729492,37.45012283325195,136528.0
2025-08-08,33.25913619995117,28.076326370239258,50.85017776489258,36.58588790893555,135913.0
2025-08-11,33.46570587158203,28.251052856445312,50.79509735107422,35.74086380004883,135623.0
2025-08-12,34.15730285644531,28.32462501525879,51.32756042480469,35.15510177612305,137914.0
2025-08-13,33.83395767211914,28.11311149597168,51.39919662475586,35.164703369140625,136687.0
2025-08-14,33.78905487060547,27.75445556640625,50.76252365112305,35.03987121582031,136356.0
2025-08-15,33.672298431396484,27.74526023864746,50.66749954223633,34.5405387878418,136341.0
2025-08-18,33.914794921875,27.91998863220215,50.553470611572266,34.963050842285156,137322.0
2025-08-19,32.92936325073242,27.625707626342773,50.59148025512695,34.185237884521484,134432.0
2025-08-20,32.947505950927734,27.79123878479004,50.36341857910156,34.63656234741211,134667.0
2025-08-21,32.98377990722656,27.855615615844727,50.79103469848633,34.4829216003418,134511.0
2025-08-22,33.908809661865234,28.656841278076172,52.06437301635742,36.00973129272461,137968.0
2025-08-25,33.73650360107422,28.82613182067871,52.187904357910156,36.230587005615234,138025.0
2025-08-26,33.5097770690918,28.61922264099121,52.65353012084961,36.09615707397461,137771.0
2025-08-27,34.072052001953125,28.835535049438477,52.625022888183594,36.24020004272461,139206.0
2025-08-28,34.7794303894043,29.0894718170166,52.64402770996094,36.3170166015625,141049.0
2025-08-29,34.906394958496094,29.249353408813477,52.79607009887695,36.16337203979492,141422.0
2025-09-01,35.18552780151367,29.315187454223633,52.834075927734375,36.30741500854492,141125.0
2025-09-02,34.586708068847656,29.465665817260742,52.634525299072266,36.182579040527344,140335.0
2025-09-03,34.28728485107422,29.211732864379883,52.834075927734375,36.3458251953125,139864.0
2025-09-04,34.42338943481445,29.211732864379883,52.938602447509766,35.76966857910156,140993.0
2025-09-05,34.8044548034668,28.76970100402832,53.42323684692383,36.3458251953125,142640.0
2025-09-08,34.64114761352539,28.882558822631836,53.556270599365234,35.95211410522461,141792.0
2025-09-09,34.34173583984375,29.108280181884766,53.39472579956055,35.51039505004883,141618.0
2025-09-10,34.36894989013672,29.63495635986328,53.76532745361328,35.79847717285156,142349.0
2025-09-11,34.43246841430664,29.522096633911133,54.18343734741211,35.36635971069336,143151.0
2025-09-12,33.91529083251953,29.32459259033203,54.164432525634766,35.481590270996094,142272.0
2025-09-15,34.47782897949219,29.57852554321289,54.639556884765625,35.05907440185547,143547.0
2025-09-16,34.3870964050293,29.653766632080078,54.82960891723633,35.30874252319336,144062.0
